UID,health_impact,name
fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,,"Violence related health impacts (homicides, rape, etc..) "
fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,,Deaths
fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,,"Mental problems including stress, depression and suicide"
fishery-conflicts-in-the-ganga-river-bhagalpur-bihar-historical-oppression-criminal-threat-and-ecological-degradation,,Other environmental related diseases
chemical-hazard-conflict-over-the-metales-plant-at-otay-mesa-industrial-park-tijuana-mexico,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
chemical-hazard-conflict-over-the-metales-plant-at-otay-mesa-industrial-park-tijuana-mexico,,Other Health impacts
catatumbo-conflict-over-rights-to-land-colombia,,Malnutrition
hanapepe-salt-ponds-threatened-by-growth-of-helicopter-operations,,"Mental problems including stress, depression and suicide"
hanapepe-salt-ponds-threatened-by-growth-of-helicopter-operations,,Other Health impacts
baba-dam-project-los-rios-ecuador,,Malnutrition
baba-dam-project-los-rios-ecuador,,Deaths
gold-mining-in-county-tyrone-ireland,,Accidents
sierra-de-aguarague,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
koshe-landfill,,Accidents
koshe-landfill,,Malnutrition
koshe-landfill,,Deaths
koshe-landfill,,"Violence related health impacts (homicides, rape, etc..) "
koshe-landfill,,Occupational disease and accidents
koshe-landfill,,Other environmental related diseases
lonmin-south-africa,,Accidents
lonmin-south-africa,,"Mental problems including stress, depression and suicide"
lonmin-south-africa,,"Violence related health impacts (homicides, rape, etc..) "
lonmin-south-africa,,"Health problems related to alcoholism, prostitution"
lonmin-south-africa,,Occupational disease and accidents
lonmin-south-africa,,Deaths
peabody-western-coal-company-black-mesa-mine-complex-closure-leads-to-an-unjust-transition-for-residents-in-navajo-county-arizona,,"Mental problems including stress, depression and suicide"
peabody-western-coal-company-black-mesa-mine-complex-closure-leads-to-an-unjust-transition-for-residents-in-navajo-county-arizona,,Occupational disease and accidents
peabody-western-coal-company-black-mesa-mine-complex-closure-leads-to-an-unjust-transition-for-residents-in-navajo-county-arizona,,Infectious diseases
peabody-western-coal-company-black-mesa-mine-complex-closure-leads-to-an-unjust-transition-for-residents-in-navajo-county-arizona,,Other environmental related diseases
fisher-couple-murdered-in-nasugbu,,"Violence related health impacts (homicides, rape, etc..) "
fisher-couple-murdered-in-nasugbu,,"Health problems related to alcoholism, prostitution"
open-air-waste-dumps-near-moscow-russia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
kinangop-wind-park,,"Violence related health impacts (homicides, rape, etc..) "
kinangop-wind-park,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
thousands-protest-against-proposed-nuclear-reprocessing-plant-in-lianyungang-jiangsu-china,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
ventanas-industrial-complex-chile,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
ventanas-industrial-complex-chile,,Occupational disease and accidents
ventanas-industrial-complex-chile,,Deaths
ventanas-industrial-complex-chile,,Accidents
ventanas-industrial-complex-chile,,Other environmental related diseases
ventanas-industrial-complex-chile,,Other Health impacts
seli-hydroelectricity-project,,Occupational disease and accidents
xiluodu-dam,,Malnutrition
xiluodu-dam,,Deaths
ocp-heavy-crude-oil-pipeline-ecuador,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
ocp-heavy-crude-oil-pipeline-ecuador,,"Violence related health impacts (homicides, rape, etc..) "
ocp-heavy-crude-oil-pipeline-ecuador,,Occupational disease and accidents
ocp-heavy-crude-oil-pipeline-ecuador,,Infectious diseases
ocp-heavy-crude-oil-pipeline-ecuador,,Other environmental related diseases
pesticide-exposure-in-tulare-county-usa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
pesticide-exposure-in-tulare-county-usa,,Occupational disease and accidents
pesticide-exposure-in-tulare-county-usa,,Other Health impacts
proyecto-hidroelectrico-changuinola-ii-chan-140-chan-220,,Other Health impacts
1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
1-untreated-waste-water-dumped-by-chemical-plants-in-tengger-desert-inner-mongoliachina,,Occupational disease and accidents
conflicto-por-la-construccion-del-puente-rurrenabaque-san-buenaventura,,Accidents
negros-massacre-murder-of-14-farmers-in-negros-the-philippines,,Malnutrition
yamato-river-the-dirtiest-river-in-japan,,Accidents
threat-to-aarey-forest-due-to-the-construction-of-mumbai-metro-3-car-shed,,"Mental problems including stress, depression and suicide"
threat-to-aarey-forest-due-to-the-construction-of-mumbai-metro-3-car-shed,,Other environmental related diseases
indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
indigenous-peoples-and-ejo-efforts-to-protect-baikal-lake-from-many-development-projects-russia,,Accidents
privatisation-of-water-suez-aguas-del-illimani-bolivia,,Malnutrition
privatisation-of-water-suez-aguas-del-illimani-bolivia,,"Mental problems including stress, depression and suicide"
privatisation-of-water-suez-aguas-del-illimani-bolivia,,Infectious diseases
privatisation-of-water-suez-aguas-del-illimani-bolivia,,Other Health impacts
mifee,,Malnutrition
mifee,,"Violence related health impacts (homicides, rape, etc..) "
lobau-highway-construction-vienna-austria,,Accidents
lobau-highway-construction-vienna-austria,,"Mental problems including stress, depression and suicide"
lobau-highway-construction-vienna-austria,,Occupational disease and accidents
lobau-highway-construction-vienna-austria,,Deaths
lead-contaminations-of-population-by-metalosa-factory-bajos-haina-dominincan-republic,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
lead-contaminations-of-population-by-metalosa-factory-bajos-haina-dominincan-republic,,"Mental problems including stress, depression and suicide"
lead-contaminations-of-population-by-metalosa-factory-bajos-haina-dominincan-republic,,Other Health impacts
temelin-nuclear-power-plant-czech-republic,,Accidents
temelin-nuclear-power-plant-czech-republic,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
mac-oil-palm-plantation-tanintharyi-region-myanmar,,"Mental problems including stress, depression and suicide"
vertidos-de-lindano-en-sabinanigo-por-inquinosa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
vertidos-de-lindano-en-sabinanigo-por-inquinosa,,Deaths
unistoten-camp-v-the-ptp-pipeline-bc-canada,,Other environmental related diseases
unistoten-camp-v-the-ptp-pipeline-bc-canada,,"Mental problems including stress, depression and suicide"
unistoten-camp-v-the-ptp-pipeline-bc-canada,,"Violence related health impacts (homicides, rape, etc..) "
programme-of-triangular-cooperation-for-developing-agriculture-in-the-tropical-savannahs-of-mozambique-prosavana,,Malnutrition
programme-of-triangular-cooperation-for-developing-agriculture-in-the-tropical-savannahs-of-mozambique-prosavana,,Other Health impacts
petroecuador-guilty-of-environmental-damage-orellana-ecuador,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
uluabat-lake-turkey,,Infectious diseases
uluabat-lake-turkey,,Other environmental related diseases
militarization-of-lumad-lands-for-coal-mining,,"Violence related health impacts (homicides, rape, etc..) "
sateri-jiujiang-fiber-co-ltd-viscose-plant-china,,Accidents
sateri-jiujiang-fiber-co-ltd-viscose-plant-china,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
sateri-jiujiang-fiber-co-ltd-viscose-plant-china,,Occupational disease and accidents
sateri-jiujiang-fiber-co-ltd-viscose-plant-china,,Other environmental related diseases
sanwei-company,,Deaths
sanwei-company,,Occupational disease and accidents
sanwei-company,,Accidents
sanwei-company,,Other environmental related diseases
environmental-racism-against-the-roma-community-in-italys-campania,,Occupational disease and accidents
environmental-racism-against-the-roma-community-in-italys-campania,,Infectious diseases
wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,,"Mental problems including stress, depression and suicide"
wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,,"Health problems related to alcoholism, prostitution"
wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,,Occupational disease and accidents
wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,,Infectious diseases
wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,,Other environmental related diseases
wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,,Accidents
wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,,"Violence related health impacts (homicides, rape, etc..) "
wastepicker-struggles-and-water-contamination-in-jardim-gramacho-rio-de-janeiro-brazil,,Deaths
opposition-to-the-tramuntana-wind-park-in-gulf-of-roses-catalonia-spain,,Accidents
opposition-to-the-tramuntana-wind-park-in-gulf-of-roses-catalonia-spain,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
roma-families-pending-of-eviction-during-the-covid-19-pandemic-in-the-castel-romano-camp-rome-italy,,"Mental problems including stress, depression and suicide"
roma-families-pending-of-eviction-during-the-covid-19-pandemic-in-the-castel-romano-camp-rome-italy,,Other environmental related diseases
roma-families-pending-of-eviction-during-the-covid-19-pandemic-in-the-castel-romano-camp-rome-italy,,Other Health impacts
roma-families-pending-of-eviction-during-the-covid-19-pandemic-in-the-castel-romano-camp-rome-italy,,Infectious diseases
lead-paint-and-other-toxics-in-brooklyn-usa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
chrome-rich-great-dyke-area-zimbabwe,,Accidents
chrome-rich-great-dyke-area-zimbabwe,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
chrome-rich-great-dyke-area-zimbabwe,,Malnutrition
chrome-rich-great-dyke-area-zimbabwe,,"Mental problems including stress, depression and suicide"
chrome-rich-great-dyke-area-zimbabwe,,"Violence related health impacts (homicides, rape, etc..) "
chrome-rich-great-dyke-area-zimbabwe,,"Health problems related to alcoholism, prostitution"
chrome-rich-great-dyke-area-zimbabwe,,Occupational disease and accidents
chrome-rich-great-dyke-area-zimbabwe,,Infectious diseases
chrome-rich-great-dyke-area-zimbabwe,,Deaths
chrome-rich-great-dyke-area-zimbabwe,,Other environmental related diseases
osage-wind-project-usa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
defensa-de-los-espacios-comunes-y-del-parque-publico-en-la-colonia-reforma-social,,"Violence related health impacts (homicides, rape, etc..) "
racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,,Accidents
racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,,Malnutrition
racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,,"Violence related health impacts (homicides, rape, etc..) "
racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,,Occupational disease and accidents
racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,,Infectious diseases
racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,,Deaths
racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,,Other Health impacts
racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,,"Health problems related to alcoholism, prostitution"
racism-with-environmental-context-el-ejido-on-the-campo-de-dalias-spain,,"Mental problems including stress, depression and suicide"
quinchia-risaralda-colombia,,Accidents
quinchia-risaralda-colombia,,"Health problems related to alcoholism, prostitution"
quinchia-risaralda-colombia,,Occupational disease and accidents
quinchia-risaralda-colombia,,Other environmental related diseases
tren-maya-mexico,,Accidents
tren-maya-mexico,,"Mental problems including stress, depression and suicide"
illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,,"Mental problems including stress, depression and suicide"
illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,,Accidents
illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,,"Violence related health impacts (homicides, rape, etc..) "
illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,,"Health problems related to alcoholism, prostitution"
illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,,Infectious diseases
illegal-logging-and-cattle-ranching-in-ti-karipuna-and-jaci-parana-rondonia-brazil,,Deaths
myaing-galay-cement-plant-karen-state-myanmar,,Other environmental related diseases
myaing-galay-cement-plant-karen-state-myanmar,,Other Health impacts
myaing-galay-cement-plant-karen-state-myanmar,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
zonas-de-empleo-y-desarrollo-economico-zede-ciudades-modelo-o-charter-cities-honduras,,"Mental problems including stress, depression and suicide"
afectados-por-el-nemagon-nicaragua,,Accidents
afectados-por-el-nemagon-nicaragua,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
afectados-por-el-nemagon-nicaragua,,Malnutrition
afectados-por-el-nemagon-nicaragua,,"Mental problems including stress, depression and suicide"
afectados-por-el-nemagon-nicaragua,,"Health problems related to alcoholism, prostitution"
afectados-por-el-nemagon-nicaragua,,Occupational disease and accidents
